tweet_id,timestamp,source,text,rating,rating_d,name,dog_stage,breed,predictions,breed_runup,predictions_runup,jpg_url,favorites_count,retweet_count
890006608113172480,2017-07-26 00:31:25+00:00,Twitter for iPhone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,samoyed,0.957979,pomeranian,0.0138835,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,28331.0,6550.0
889880896479866881,2017-07-25 16:11:53+00:00,Twitter for iPhone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,french_bulldog,0.377417,labrador_retriever,0.151317,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,25750.0,4460.0
889665388333682689,2017-07-25 01:55:32+00:00,Twitter for iPhone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,None,puppo,pembroke,0.966327,cardigan,0.0273557,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,44288.0,8939.0
889638837579907072,2017-07-25 00:10:02+00:00,Twitter for iPhone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,french_bulldog,0.99165,boxer,0.00212864,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,24916.0,4000.0
889531135344209921,2017-07-24 17:02:04+00:00,Twitter for iPhone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,golden_retriever,0.953442,labrador_retriever,0.0138341,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,13995.0,2018.0
889278841981685760,2017-07-24 00:19:32+00:00,Twitter for iPhone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,whippet,0.626152,borzoi,0.194742,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,23246.0,4767.0
888917238123831296,2017-07-23 00:22:39+00:00,Twitter for iPhone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,golden_retriever,0.714719,tibetan_mastiff,0.120184,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,26839.0,4010.0
888804989199671297,2017-07-22 16:56:37+00:00,Twitter for iPhone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,golden_retriever,0.46976,labrador_retriever,0.184172,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,23560.0,3781.0
888554962724278272,2017-07-22 00:23:06+00:00,Twitter for iPhone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,siberian_husky,0.700377,eskimo_dog,0.166511,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,18195.0,3094.0
888078434458587136,2017-07-20 16:49:33+00:00,Twitter for iPhone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,french_bulldog,0.995026,pug,0.000931908,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,20088.0,3102.0
887705289381826560,2017-07-19 16:06:48+00:00,Twitter for iPhone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,basset,0.821664,redbone,0.0875815,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,27937.0,4824.0
887517139158093824,2017-07-19 03:39:09+00:00,Twitter for iPhone,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,,,,,,,,42767.0,10544.0
887473957103951883,2017-07-19 00:47:34+00:00,Twitter for iPhone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,pembroke,0.809197,rhodesian_ridgeback,0.05495,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,63353.0,16095.0
887343217045368832,2017-07-18 16:08:03+00:00,Twitter for iPhone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,,,,,,,31055.0,9388.0
887101392804085760,2017-07-18 00:07:08+00:00,Twitter for iPhone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,12,10,None,,samoyed,0.733942,eskimo_dog,0.0350295,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,28272.0,5337.0
886983233522544640,2017-07-17 16:17:36+00:00,Twitter for iPhone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,chihuahua,0.793469,toy_terrier,0.143528,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,32170.0,6849.0
886736880519319552,2017-07-16 23:58:41+00:00,Twitter for iPhone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,kuvasz,0.309706,great_pyrenees,0.186136,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,11042.0,2861.0
886680336477933568,2017-07-16 20:14:00+00:00,Twitter for iPhone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,,,,,,20761.0,4005.0
886366144734445568,2017-07-15 23:25:31+00:00,Twitter for iPhone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,pupper,french_bulldog,0.999201,chihuahua,0.000361178,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,19504.0,2831.0
886267009285017600,2017-07-15 16:51:35+00:00,Twitter for iPhone,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12,10,None,,,,,,,110.0,4.0
886258384151887873,2017-07-15 16:17:19+00:00,Twitter for iPhone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,,,,,,,25821.0,5651.0
885984800019947520,2017-07-14 22:10:11+00:00,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,,blenheim_spaniel,0.972494,shih-tzu,0.00663012,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,30055.0,6014.0
885528943205470208,2017-07-13 15:58:47+00:00,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,,pug,0.369275,labrador_retriever,0.265835,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,33169.0,5716.0
885518971528720385,2017-07-13 15:19:09+00:00,Twitter for iPhone,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,,,,,,,18887.0,3338.0
885167619883638784,2017-07-12 16:03:00+00:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,,malamute,0.8124819999999999,siberian_husky,0.0717125,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,20162.0,3903.0
884925521741709313,2017-07-12 00:01:00+00:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,,italian_greyhound,0.259916,american_staffordshire_terrier,0.198451,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,70962.0,16128.0
884876753390489601,2017-07-11 20:47:12+00:00,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,,chow,0.822103,norwich_terrier,0.106075,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,25649.0,4983.0
884562892145688576,2017-07-11 00:00:02+00:00,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,,pug,0.5464060000000001,french_bulldog,0.404291,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,22420.0,4204.0
884441805382717440,2017-07-10 15:58:53+00:00,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,,pembroke,0.993225,cardigan,0.00321648,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,24977.0,5091.0
884247878851493888,2017-07-10 03:08:17+00:00,Twitter for iPhone,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,None,,,,,,,66876.0,18154.0
884162670584377345,2017-07-09 21:29:42+00:00,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,german_shepherd,0.707046,malinois,0.199396,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,18834.0,2676.0
883838122936631299,2017-07-09 00:00:04+00:00,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,,doberman,0.610946,miniature_pinscher,0.299603,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,20146.0,3063.0
883482846933004288,2017-07-08 00:28:19+00:00,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,,golden_retriever,0.943082,labrador_retriever,0.032409,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,42258.0,8838.0
883360690899218434,2017-07-07 16:22:55+00:00,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,floofer,chow,0.987997,tibetan_mastiff,0.00709872,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,20908.0,3304.0
883117836046086144,2017-07-07 00:17:54+00:00,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,None,,golden_retriever,0.949562,labrador_retriever,0.04594790000000002,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,34229.0,5953.0
882992080364220416,2017-07-06 15:58:11+00:00,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,,eskimo_dog,0.466778,siberian_husky,0.406044,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,22044.0,3477.0
882762694511734784,2017-07-06 00:46:41+00:00,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,pupper,labrador_retriever,0.85005,chesapeake_bay_retriever,0.074257,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,26067.0,4372.0
882627270321602560,2017-07-05 15:48:34+00:00,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,,pembroke,0.542982,chihuahua,0.251988,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,25856.0,5434.0
882268110199369728,2017-07-04 16:01:23+00:00,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,,golden_retriever,0.762211,labrador_retriever,0.0989849,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,41352.0,10349.0
882045870035918850,2017-07-04 01:18:17+00:00,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,,,,,,,27072.0,4354.0
881906580714921986,2017-07-03 16:04:48+00:00,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,,weimaraner,0.291539,chesapeake_bay_retriever,0.278966,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,22473.0,3043.0
881666595344535552,2017-07-03 00:11:11+00:00,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,,saluki,0.529012,afghan_hound,0.25000300000000003,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,46748.0,9550.0
881633300179243008,2017-07-02 21:58:53+00:00,Twitter for iPhone,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,17,10,None,,,,,,,115.0,7.0
881536004380872706,2017-07-02 15:32:16+00:00,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,,pupper,,,,,,45648.0,14317.0
881268444196462592,2017-07-01 21:49:04+00:00,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,,,,,,,21468.0,4733.0
880935762899988482,2017-06-30 23:47:07+00:00,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,,,,,,,15795.0,2504.0
880872448815771648,2017-06-30 19:35:32+00:00,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,None,,pembroke,0.791416,norwich_terrier,0.0613929,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,19658.0,3430.0
880465832366813184,2017-06-29 16:39:47+00:00,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,,golden_retriever,0.913255,labrador_retriever,0.0263286,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,26279.0,5556.0
880221127280381952,2017-06-29 00:27:25+00:00,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,,,,,,,24875.0,3725.0
880095782870896641,2017-06-28 16:09:20+00:00,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,None,,miniature_pinscher,0.120298,rhodesian_ridgeback,0.106395,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,25507.0,3889.0
879862464715927552,2017-06-28 00:42:13+00:00,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,,basset,0.813507,beagle,0.146654,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,20662.0,3119.0
879674319642796034,2017-06-27 12:14:36+00:00,Twitter for iPhone,@RealKentMurphy 14/10 confirmed,14,10,None,,,,,,,290.0,10.0
879492040517615616,2017-06-27 00:10:17+00:00,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,,german_short-haired_pointer,0.479896,vizsla,0.124353,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,21687.0,2853.0
879415818425184262,2017-06-26 19:07:24+00:00,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,,english_springer,0.383404,boston_bull,0.134967,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,97653.0,39846.0
879376492567855104,2017-06-26 16:31:08+00:00,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,,,,,,,15549.0,2805.0
879050749262655488,2017-06-25 18:56:45+00:00,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,,,,,,,20820.0,4215.0
879008229531029506,2017-06-25 16:07:47+00:00,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,,vizsla,0.960513,miniature_pinscher,0.00943065,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,17561.0,2399.0
878776093423087618,2017-06-25 00:45:22+00:00,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,puppo,italian_greyhound,0.734684,whippet,0.15048699999999998,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,17889.0,3666.0
878604707211726852,2017-06-24 13:24:20+00:00,Twitter for iPhone,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,13,10,None,,,,,,,27786.0,6342.0
878281511006478336,2017-06-23 16:00:04+00:00,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,,basset,0.32042,collie,0.215975,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,7140.0,1146.0
878057613040115712,2017-06-23 01:10:23+00:00,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,,french_bulldog,0.839097,boston_bull,0.07879939999999999,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,38908.0,6093.0
877736472329191424,2017-06-22 03:54:17+00:00,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,,chesapeake_bay_retriever,0.8379559999999999,labrador_retriever,0.0620342,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,73108.0,16967.0
877556246731214848,2017-06-21 15:58:08+00:00,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,,basset,0.995368,welsh_springer_spaniel,0.00193621,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,20977.0,3413.0
877316821321428993,2017-06-21 00:06:44+00:00,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,,saluki,0.5099670000000001,italian_greyhound,0.0904973,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,25373.0,4670.0
877201837425926144,2017-06-20 16:29:50+00:00,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,,pembroke,0.93112,cardigan,0.0686982,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,25042.0,4998.0
876838120628539392,2017-06-19 16:24:33+00:00,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,pupper,bloodhound,0.575751,redbone,0.24097,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,19151.0,2991.0
876537666061221889,2017-06-18 20:30:39+00:00,Twitter for iPhone,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,14,10,None,,,,,,,21923.0,4214.0
876484053909872640,2017-06-18 16:57:37+00:00,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,,golden_retriever,0.874566,irish_terrier,0.0373542,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,17393.0,2124.0
876120275196170240,2017-06-17 16:52:05+00:00,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,,bernese_mountain_dog,0.534327,saint_bernard,0.346312,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,25908.0,4192.0
875747767867523072,2017-06-16 16:11:53+00:00,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,,labrador_retriever,0.799551,chesapeake_bay_retriever,0.179975,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,23230.0,3830.0
875144289856114688,2017-06-15 00:13:52+00:00,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,,siberian_husky,0.245048,pembroke,0.223716,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,20311.0,4411.0
875097192612077568,2017-06-14 21:06:43+00:00,Twitter for iPhone,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,13,10,None,,,,,,,25419.0,5474.0
875021211251597312,2017-06-14 16:04:48+00:00,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,None,,west_highland_white_terrier,0.7143189999999999,siberian_husky,0.0919133,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,23629.0,4239.0
874680097055178752,2017-06-13 17:29:20+00:00,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,,labrador_retriever,0.836052,staffordshire_bullterrier,0.0470691,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,25759.0,4173.0
874296783580663808,2017-06-12 16:06:11+00:00,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,pupper,cocker_spaniel,0.437216,miniature_poodle,0.277191,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,24158.0,3712.0
